timestamp;pid;ppid;nome_processo;status;cpu_porcentagem;ram_porcentagem;total_threads;tempo_execucao;throughput_mbs;throughput_gbs
2025-11-10 19:35:50;940;1316;svchost.exe;running;0.0;0.006323140957038999;6;1762809324.5760162;0.0;0.0
2025-11-10 19:36:13;0;0;System Idle Process;running;1115.9;0.00010538568261731667;24;0.0;0.0;0.0
2025-11-10 19:36:13;4;0;System;running;174.7;0.006270448115730342;305;0.0;0.0;0.0
2025-11-10 19:36:13;140;4;;stopped;0.0;0.4401959962925317;0;1762777907.5327773;0.0;0.0
2025-11-10 19:36:13;184;4;Registry;running;0.0;0.04636970035161933;4;1762777907.5377195;0.0;0.0
2025-11-10 19:36:13;548;12476;Docker Desktop.exe;running;0.0;0.46032466167243913;41;1762811237.957982;0.0;0.0
2025-11-10 19:36:13;612;816;csrss.exe;running;0.0;0.012435510548843365;14;1762777914.6563156;0.0;0.0
2025-11-10 19:36:13;636;4;smss.exe;running;0.0;5.2692841308658335e-05;2;1762777909.4706242;0.0;0.0
2025-11-10 19:36:13;780;12784;msedgewebview2.exe;running;0.0;0.007798540513681434;22;1762778050.0024676;0.0;0.0
2025-11-10 19:36:13;924;1316;svchost.exe;running;0.0;0.006428526639656316;3;1762809327.2926686;0.0;0.0
2025-11-10 19:36:13;940;1316;svchost.exe;running;0.0;0.006323140957038999;6;1762809324.5760162;0.0;0.0
2025-11-10 19:36:36;0;0;System Idle Process;running;1206.3;0.00010538568261731667;24;0.0;0.0;0.0
2025-11-10 19:36:36;20264;8920;python.exe;running;295.3;0.4909392024727697;15;1762813603.3040936;0.0;0.0
2025-11-10 19:36:36;140;4;;stopped;0.0;0.4401959962925317;0;1762777907.5327773;0.0;0.0
2025-11-10 19:36:36;184;4;Registry;running;0.0;0.04673855024077994;4;1762777907.5377195;0.0;0.0
2025-11-10 19:36:36;548;12476;Docker Desktop.exe;running;0.0;0.45674154846345044;41;1762811237.957982;0.0;0.0
2025-11-10 19:36:36;4;0;System;running;0.0;0.006428526639656316;305;0.0;0.0;0.0
2025-11-10 19:36:36;636;4;smss.exe;running;0.0;5.2692841308658335e-05;2;1762777909.4706242;0.0;0.0
2025-11-10 19:36:36;780;12784;msedgewebview2.exe;running;0.0;0.007798540513681434;22;1762778050.0024676;0.0;0.0
2025-11-10 19:36:36;924;1316;svchost.exe;running;0.0;0.006428526639656316;3;1762809327.2926686;0.0;0.0
2025-11-10 19:36:36;940;1316;svchost.exe;running;0.0;0.006270448115730342;6;1762809324.5760162;0.0;0.0
2025-11-10 19:37:01;20264;8920;python.exe;running;392.8;0.49641925796887015;15;1762813603.3040936;0.0;0.0
2025-11-10 19:37:01;0;0;System Idle Process;running;0.0;0.00010538568261731667;24;0.0;0.0;0.0
2025-11-10 19:37:01;140;4;;stopped;0.0;0.4401959962925317;0;1762777907.5327773;0.0;0.0
2025-11-10 19:37:01;184;4;Registry;running;0.0;0.04763432854302713;4;1762777907.5377195;0.0;0.0
2025-11-10 19:37:01;548;12476;Docker Desktop.exe;running;0.0;0.6431688210134835;41;1762811237.957982;0.0;0.0
2025-11-10 19:37:01;4;0;System;running;0.0;0.006586605163582291;305;0.0;0.0;0.0
2025-11-10 19:37:01;636;4;smss.exe;running;0.0;5.2692841308658335e-05;2;1762777909.4706242;0.0;0.0
2025-11-10 19:37:01;780;12784;msedgewebview2.exe;running;0.0;0.007798540513681434;22;1762778050.0024676;0.0;0.0
2025-11-10 19:37:01;924;1316;svchost.exe;running;0.0;0.015702466709980184;4;1762809327.2926686;0.0;0.0
2025-11-10 19:37:01;940;1316;svchost.exe;running;0.0;0.007113533576668875;6;1762809324.5760162;0.0;0.0
2025-11-10 19:37:24;0;0;System Idle Process;running;0.0;0.00010538568261731667;24;0.0;0.0;0.0
2025-11-10 19:37:24;4;0;System;running;0.0;0.006797376528816924;305;0.0;0.0;0.0
2025-11-10 19:37:24;140;4;;stopped;0.0;0.4401959962925317;0;1762777907.5327773;0.0;0.0
2025-11-10 19:37:24;184;4;Registry;running;0.0;0.04789779274957042;4;1762777907.5377195;0.0;0.0
2025-11-10 19:37:24;548;12476;Docker Desktop.exe;running;0.0;0.6420622713460018;40;1762811237.957982;0.0;0.0
2025-11-10 19:37:24;612;816;csrss.exe;running;0.0;0.012488203390152025;14;1762777914.6563156;0.0;0.0
